chr,start position,
chrIV,9334694,
chrIV,9343710,
chrIV,9343706,
chrIV,9343701,
chrIV,9343695,
chrIV,9367993,
chrIV,9367959,
chrIV,9367952,
chrIV,9367916,
chrIV,9374791,
chrIV,9374792,
chrIV,9374798,
chrIV,9378309,
chrIV,9378580,
chrIV,9378585,
chrIV,9381385,
chrIV,9381395,
chrIV,9381430,
chrIV,9401976,
chrIV,9408311,
chrIV,9441433,
chrIV,9441095,
chrIV,9441077,
chrIV,9441073,
chrIV,9440912,
chrIV,9440904,
chrIV,9440789,
chrIV,9440784,
chrIV,9445473,
chrIV,9445301,
chrIV,9459324,
chrIV,9477353,
chrIV,9477347,
chrIV,9500288,
chrIV,9508755,
chrIV,9508734,
chrIV,9508724,
chrIV,9508715,
chrIV,9511078,
chrIV,9511043,
chrIV,9511023,
chrIV,9511005,
chrIV,9510994,
chrIV,9510571,
chrIV,9510556,
chrIV,9513035,
chrIV,9513020,
chrIV,9516974,
chrIV,9517075,
chrIV,9525060,
chrIV,9563339,
chrIV,9589177,
chrIV,9588783,
chrIV,9592503,
chrIV,9593653,
chrIV,9593676,
chrIV,9647868,
chrIV,9647859,
chrIV,9647693,
chrIV,9651403,
chrIV,9651408,
chrIV,9651414,
chrIV,9651444,
chrIV,9651453,
chrIV,9651535,
chrIV,9651544,
chrIV,9651558,
chrIV,9651561,
chrIV,9651591,
chrIV,9653400,
chrIV,9653423,
chrIV,9653484,
chrIV,9683513,
chrIV,9683509,
chrIV,9688957,
chrIV,9688959,
chrIV,9706926,
chrIV,9713080,
chrIV,9737606,
chrIV,9743122,
chrIV,9743117,
chrIV,9746828,
chrIV,9746817,
chrIV,9757343,
chrIV,9767979,
chrIV,9772337,
chrIV,9777656,
chrIV,9778279,
chrIV,9778309,
chrIV,9778344,
chrIV,9797582,
chrIV,9797590,
chrIV,9798326,
chrIV,9798338,
chrIV,9799279,
chrIV,9803011,
chrIV,9818881,
chrIV,9832851,
chrIV,9832854,
chrIV,9832860,
chrIV,9836425,
chrIV,9837590,
chrIV,9841023,
chrIV,9841479,
chrIV,9841482,
chrIV,9842353,
chrIV,9843957,
chrIV,9843987,
chrIV,9843990,
chrIV,9843992,
chrIV,9851043,
chrIV,9850716,
chrIV,9852517,
chrIV,9852523,
chrIV,9852524,
chrIV,9852527,
chrIV,9858294,
chrIV,9858329,
chrIV,9884447,
chrIV,9884523,
chrIV,9891999,
chrIV,9891992,
chrIV,9893723,
chrIV,9893721,
chrIV,9894570,
chrIV,9902141,
chrIV,9902150,
chrIV,9902161,
chrIV,9902195,
chrIV,9902214,
chrIV,9902234,
chrIV,9932185,
chrIV,9932180,
chrIV,9932147,
chrIV,9932256,
chrIV,9932269,
chrIV,9933842,
chrIV,9972772,
chrIV,9978131,
chrIV,9983211,
chrIV,9995656,
chrIV,9995651,
chrIV,9998959,
chrIV,10003504,
chrIV,10003489,
chrIV,10016347,
chrIV,10016341,
chrIV,10016311,
chrIV,10017913,
chrIV,10017919,
chrIV,10017932,
chrIV,10023263,
chrIV,10023282,
chrIV,10027637,
chrIV,10029036,
chrIV,10029047,
chrIV,10033316,
chrIV,10040852,
chrIV,10040846,
chrIV,10040834,
chrIV,10051157,
chrIV,10072612,
chrIV,10075122,
chrIV,10075119,
chrIV,10089869,
chrIV,10089866,
chrIV,10089861,
chrIV,10089852,
chrIV,10089844,
chrIV,10089840,
chrIV,10090626,
chrIV,10090633,
chrIV,10095227,
chrIV,10093018,
chrIV,10095372,
chrIV,10097118,
chrIV,10111533,
chrIV,10112841,
chrIV,10112845,
chrIV,10112856,
chrIV,10115391,
chrIV,10127179,
chrIV,10127121,
chrIV,10127091,
chrIV,10127078,
chrIV,10127052,
chrIV,10127042,
chrIV,10127035,
chrIV,10127010,
chrIV,10126981,
chrIV,10129241,
chrIV,10129246,
chrIV,10129256,
chrIV,10129260,
chrIV,10129267,
chrIV,10129276,
chrIV,10129289,
chrIV,10129341,
chrIV,10130337,
chrIV,10135902,
chrIV,10135861,
chrIV,10140196,
chrIV,10142183,
chrIV,10145094,
chrIV,10146969,
chrIV,10151564,
chrIV,10151676,
chrIV,10151685,
chrIV,10157706,
chrIV,10176991,
chrIV,10176982,
chrIV,10176345,
chrIV,10176461,
chrIV,10176466,
chrIV,10176474,
chrIV,10176488,
chrIV,10176514,
chrIV,10176535,
chrIV,10176542,
chrIV,10176672,
chrIV,10214895,
chrIV,10219687,
chrIV,10219647,
chrIV,10216422,
chrIV,10216448,
chrIV,10220004,
chrIV,10220010,
chrIV,10221058,
chrIV,10222448,
chrIV,10222467,
chrIV,10222485,
chrIV,10222491,
chrIV,10222493,
chrIV,10222506,
chrIV,10227605,
chrIV,10231034,
chrIV,10235391,
chrIV,10235387,
chrIV,10235384,
chrIV,10239138,
chrIV,10241807,
chrIV,10241790,
chrIV,10242677,
chrIV,10242695,
chrIV,10243147,
chrIV,10243570,
chrIV,10274011,
chrIV,10274044,
chrIV,10274060,
chrIV,10277315,
chrIV,10277971,
chrIV,10281923,
chrIV,10294101,
chrIV,10307898,
chrIV,10313636,
chrIV,10318278,
chrIV,10352314,
chrIV,10353139,
chrIV,10353144,
chrIV,10366216,
chrIV,10366186,
chrIV,10388477,
chrIV,10425218,
chrIV,10429075,
chrIV,10469736,
chrIV,10469757,
chrIV,10469769,
chrIV,10481747,
chrIV,10481744,
chrIV,10481742,
chrIV,10515093,
chrIV,10590702,
chrIV,10590898,
chrIV,10621083,
chrIV,10628833,
chrIV,10628825,
chrIV,10628813,
chrIV,10628810,
chrIV,10656832,
chrIV,10656846,
chrIV,10656854,
chrIV,10656919,
chrIV,10664393,
chrIV,10682496,
chrIV,10685858,
chrIV,10690432,
chrIV,10694392,
chrIV,10694380,
chrIV,10697066,
chrIV,10697059,
chrIV,10705434,
chrIV,10705445,
chrIV,10714818,
chrIV,10734642,
chrIV,10734615,
chrIV,10734590,
chrIV,10734586,
chrIV,10734581,
chrIV,10734749,
chrIV,10735282,
chrIV,10736776,
chrIV,10736789,
chrIV,10737449,
chrIV,10738621,
chrIV,10751819,
chrIV,10754742,
chrIV,10757689,
chrIV,10758098,
chrIV,10758101,
chrIV,10758109,
chrIV,10758113,
chrIV,10761612,
chrIV,10761624,
chrIV,10761630,
chrIV,10761657,
chrIV,10768370,
chrIV,10780655,
chrIV,10812345,
chrIV,10843112,
chrIV,10843102,
chrIV,10843093,
chrIV,10847581,
chrIV,10855732,
chrIV,10855227,
chrIV,10855222,
chrIV,10855198,
chrIV,10884302,
chrIV,10900342,
chrIV,10909270,
chrIV,10919123,
chrIV,10933173,
chrIV,10936020,
chrIV,10937373,
chrIV,10948866,
chrIV,10949787,
chrIV,10955224,
chrIV,10957659,
chrIV,10957655,
chrIV,10957652,
chrIV,10957646,
chrIV,10966563,
chrIV,11006600,
chrIV,11006620,
chrIV,11015992,
chrIV,11019558,
chrIV,11020204,
chrIV,11036487,
chrIV,11036516,
chrIV,11064140,
chrIV,11064109,
chrIV,11064101,
chrIV,11064100,
chrIV,11064096,
chrIV,11064093,
chrIV,11064088,
chrIV,11067044,
chrIV,11067028,
chrIV,11081284,
chrIV,11081267,
chrIV,11083841,
chrIV,11083837,
chrIV,11083831,
chrIV,11083825,
chrIV,11083818,
chrIV,11083808,
chrIV,11083803,
chrIV,11083786,
chrIV,11083200,
chrIV,11083945,
chrIV,11083958,
chrIV,11089788,
chrIV,11097853,
chrIV,11119338,
chrIV,11119349,
chrIV,11119352,
chrIV,11119363,
chrIV,11119387,
chrIV,11119391,
chrIV,11119392,
chrIV,11119396,
chrIV,11124815,
chrIV,11124809,
chrIV,11124802,
chrIV,11124783,
chrIV,11124769,
chrIV,11124762,
chrIV,11144565,
chrIV,11143144,
chrIV,11143154,
chrIV,11147633,
chrIV,11147597,
chrIV,11147567,
chrIV,11147505,
chrIV,11147481,
chrIV,11147477,
chrIV,11147469,
chrIV,11147460,
chrIV,11147453,
chrIV,11147451,
chrIV,11147448,
chrIV,11147440,
chrIV,11147419,
chrIV,11147389,
chrIV,11147349,
chrIV,11147344,
chrIV,11154941,
chrIV,11155001,
chrIV,11159459,
chrIV,11186984,
chrIV,11186991,
chrIV,11207445,
chrIV,11211620,
chrIV,11225477,
chrIV,11230222,
chrIV,11230215,
chrIV,11230203,
chrIV,11230198,
chrIV,11230180,
chrIV,11230171,
chrIV,11230167,
chrIV,11230149,
chrIV,11230144,
chrIV,11248414,
chrIV,11248078,
chrIV,11253950,
chrIV,11261141,
chrIV,11298275,
chrIV,11298259,
chrIV,11306699,
chrIV,11306696,
chrIV,11306691,
chrIV,11306686,
chrIV,11306678,
chrIV,11315962,
chrIV,11315017,
chrIV,11315000,
chrIV,11314995,
chrIV,11314990,
chrIV,11314980,
chrIV,11314974,
chrIV,11314969,
chrIV,11314963,
chrIV,11315099,
chrIV,11315113,
chrIV,11315123,
chrIV,11315148,
chrIV,11320130,
chrIV,11323391,
chrIV,11329699,
chrIV,11332905,
chrIV,11374189,
chrIV,11373385,
chrIV,11372286,
chrIV,11372274,
chrIV,11371811,
chrIV,11371807,
chrIV,11371800,
chrIV,11371786,
chrIV,11371782,
chrIV,11371779,
chrIV,11371750,
chrIV,11371742,
chrIV,11371739,
chrIV,11372387,
chrIV,11372595,
chrIV,11372615,
chrIV,11372627,
chrIV,11372632,
chrIV,11372642,
chrIV,11372833,
chrIV,11372844,
chrIV,11372853,
chrIV,11372863,
chrIV,11398297,
chrIV,11403485,
chrIV,11403444,
chrIV,11406864,
chrIV,11406854,
chrIV,11406847,
chrIV,11407055,
chrIV,11407077,
chrIV,11410366,
chrIV,11465207,
chrIV,11470389,
chrIV,11470395,
chrIV,11479475,
chrIV,11480648,
chrIV,11521080,
chrIV,11521059,
chrIV,11521171,
chrIV,11522448,
chrIV,11522465,
chrIV,11522471,
chrIV,11524058,
chrIV,11549905,
chrIV,11549837,
chrIV,11558295,
chrIV,11558269,
chrIV,11561829,
chrIV,11561824,
chrIV,11593685,
chrIV,11601349,
chrIV,11602378,
chrIV,11605006,
chrIV,11623087,
chrIV,11623084,
chrIV,11623081,
chrIV,11623076,
chrIV,11623072,
chrIV,11627916,
chrIV,11635696,
chrIV,11635686,
chrIV,11635665,
chrIV,11635656,
chrIV,11635642,
chrIV,11635995,
chrIV,11635997,
chrIV,11636010,
chrIV,11640985,
chrIV,11640982,
chrIV,11640975,
chrIV,11644160,
chrIV,11649024,
chrIV,11648847,
chrIV,11648843,
chrIV,11653623,
chrIV,11652179,
chrIV,11673786,
chrIV,11688911,
chrIV,11688535,
chrIV,11688163,
chrIV,11773627,
chrIV,11822759,
chrIV,11822574,
chrIV,11822516,
chrIV,11822193,
chrIV,11821906,
chrIV,11821027,
chrIV,11823341,
chrIV,11833507,
chrIV,11848220,
chrIV,11854953,
chrIV,11854913,
chrIV,11854910,
chrIV,11854880,
chrIV,11857226,
chrIV,11856361,
chrIV,11911977,
chrIV,11915800,
chrIV,11915773,
chrIV,11915766,
chrIV,11923170,
chrIV,11925993,
chrIV,11926002,
chrIV,11926006,
chrIV,11926019,
chrIV,11937365,
chrIV,11937369,
chrIV,11937373,
chrIV,11942396,
chrIV,11949787,
chrIV,11950552,
chrIV,11952795,
chrIV,11952808,
chrIV,11952814,
chrIV,11952858,
chrIV,11952972,
chrIV,11961769,
chrIV,12034242,
chrIV,12051277,
chrIV,12051301,
chrIV,12056641,
chrIV,12075758,
chrIV,12077695,
chrIV,12084042,
chrIV,12110224,
chrIV,12113046,
chrIV,12121172,
chrIV,12121150,
chrIV,12121283,
chrIV,12121296,
chrIV,12121313,
chrIV,12121323,
chrIV,12151342,
chrIV,12156806,
chrIV,12156821,
chrIV,12156854,
chrIV,12209107,
chrIV,12207609,
chrIV,12207713,
chrIV,12207717,
chrIV,12209586,
chrIV,12216038,
chrIV,12227082,
chrIV,12227054,
chrIV,12227032,
chrIV,12259581,
chrIV,12268606,
chrIV,12268609,
chrIV,12276403,
chrIV,12278712,
chrIV,12278720,
chrIV,12278729,
chrIV,12278738,
chrIV,12278741,
chrIV,12282834,
chrIV,12334083,
chrIV,12337550,
chrIV,12370694,
chrIV,12370685,
chrIV,12370661,
chrIV,12370606,
chrIV,12370731,
chrIV,12370765,
chrIV,12370819,
chrIV,12370888,
chrIV,12370920,
chrIV,12370925,
chrIV,12376085,
chrIV,12383082,
chrIV,12390073,
chrIV,12391217,
chrIV,12391210,
chrIV,12391169,
chrIV,12391158,
chrIV,12404327,
chrIV,12404343,
chrIV,12404350,
chrIV,12404355,
chrIV,12404360,
chrIV,12404366,
chrIV,12404378,
chrIV,12404384,
chrIV,12408857,
chrIV,12410411,
chrIV,12410443,
chrIV,12428488,
chrIV,12428485,
chrIV,12435799,
chrIV,12451316,
chrIV,12454054,
chrIV,12455089,
chrIV,12527233,
chrIV,12542157,
chrIV,12542171,
chrIV,12558945,
chrIV,12558928,
chrIV,12567694,
chrIV,12567726,
chrIV,12586094,
chrIV,12599240,
chrIV,12605494,
chrIV,12684935,
chrIV,12684452,
chrIV,12703646,
chrIV,12703649,
chrIV,12712751,
chrIV,12717854,
chrIV,12719934,
chrIV,12724605,
chrIV,12724878,
chrIV,12724889,
chrIV,12724898,
chrIV,12744750,
chrIV,12757571,
chrIV,12757561,
chrIV,12792764,
chrIV,12793802,
chrIV,12793822,
chrIV,12793838,
chrIV,12793849,
chrIV,12793856,
chrIV,12793859,
chrIV,12805805,
chrIV,12834088,
chrIV,12866067,
chrIV,12866072,
chrIV,12866078,
chrIV,12866083,
chrIV,12866088,
chrIV,12866110,
chrIV,12866124,
chrIV,12871480,
chrIV,12871479,
chrIV,12871452,
chrIV,12879633,
chrIV,12883233,
chrIV,12890589,
chrIV,12890561,
chrIV,12890555,
chrIV,12890534,
chrIV,12906592,
chrIV,12906589,
chrIV,12909997,
chrIV,12909967,
chrIV,12924347,
chrIV,12936707,
chrIV,12941335,
chrIV,12957125,
chrIV,12962771,
chrIV,12962797,
chrIV,12962809,
chrIV,12962846,
chrIV,12969258,
chrIV,12976230,
chrIV,12976247,
chrIV,12986084,
chrIV,12986080,
chrIV,12986070,
chrIV,12986063,
chrIV,12989386,
chrIV,12989366,
chrIV,12991779,
chrIV,12991773,
chrIV,12991769,
chrIV,12991757,
chrIV,13057647,
chrIV,13057659,
chrIV,13057663,
chrIV,13057675,
chrIV,13057687,
chrIV,13079432,
chrIV,13079445,
chrIV,13079449,
chrIV,13079452,
chrIV,13079454,
chrIV,13079457,
chrIV,13079458,
chrIV,13079465,
chrIV,13093782,
chrIV,13093926,
chrIV,13093931,
chrIV,13093952,
chrIV,13098772,
chrIV,13098742,
chrIV,13154385,
chrIV,13179308,
chrIV,13179303,
chrIV,13198862,
chrIV,13198583,
chrIV,13240624,
chrIV,13240586,
chrIV,13240581,
chrIV,13240569,
chrIV,13240563,
chrIV,13240381,
chrIV,13240178,
chrIV,13297836,
chrIV,13297827,
chrIV,13297822,
chrIV,13314379,
chrIV,13321443,
chrIV,13322788,
chrIV,13322882,
chrIV,13322888,
chrIV,13331372,
chrIV,13358569,
chrIV,13360212,
chrIV,13370460,
chrIV,13370452,
chrIV,13370442,
chrIV,13370432,
chrIV,13370408,
chrIV,13370577,
chrIV,13387181,
chrIV,13386306,
chrIV,13400797,
chrIV,13400624,
chrIV,13445277,
chrIV,13472257,
chrIV,13472474,
chrIV,13503445,
chrIV,13502891,
chrIV,13505730,
chrIV,13503198,
chrIV,13512251,
chrIV,13521881,
chrIV,13600815,
chrIV,13600818,
chrIV,13601605,
chrIV,13609851,
chrIV,13623805,
chrIV,13633405,
chrIV,13637233,
chrIV,13637241,
chrIV,13637256,
chrIV,13639219,
chrIV,13639237,
chrIV,13639251,
chrIV,13639260,
chrIV,13639264,
chrIV,13639276,
chrIV,13639280,
chrIV,13639289,
chrIV,13639291,
chrIV,13639293,
chrIV,13647420,
chrIV,13649303,
chrIV,13649206,
chrIV,13664158,
chrIV,13664155,
chrIV,13664152,
chrIV,13664149,
chrIV,13666901,
chrIV,13687164,
chrIV,13687149,
chrIV,13703997,
chrIV,13703995,
chrIV,13703991,
chrIV,13703961,
chrIV,13744090,
chrIV,13774646,
chrIV,13777720,
chrIV,13777751,
chrIV,13777767,
chrIV,13777782,
chrIV,13786836,
chrIV,13786921,
chrIV,13807715,
chrIV,13836358,
chrIV,13881983,
chrIV,13881994,
chrIV,13882004,
chrIV,13938307,
chrIV,13938328,
chrIV,13938344,
chrIV,13938381,
chrIV,14071131,
chrIV,14071152,
chrIV,14071174,
chrIV,14071183,
chrIV,14071190,
chrIV,14099336,
chrIV,14099331,
chrIV,14172447,
chrIV,14177217,
chrIV,14196417,
chrIV,14203418,
chrIV,14327099,
chrIV,14327058,
chrIV,14334485,
chrIV,14343801,
chrIV,14343799,
chrIV,14343794,
chrIV,14343790,
chrIV,14423256,
chrIV,14430912,
chrIV,14456881,
chrIV,14456904,
chrIV,14456908,
chrIV,14456912,
chrIV,14456914,
chrIV,14519504,
chrIV,14519502,
chrIV,14519500,
chrIV,14519727,
chrIV,14525811,
chrIV,14574785,
chrIV,14614481,
chrIV,14635091,
chrIV,14767912,
chrIV,14767929,
chrIV,14767932,
chrIV,14767939,
chrIV,14767956,
chrIV,14767985,
chrIV,14769301,
chrIV,14774572,
chrIV,14774555,
chrIV,14774545,
chrIV,14774537,
chrIV,14774532,
chrIV,14774525,
chrIV,14781870,
chrIV,14794155,
chrIV,14797475,
chrIV,14797448,
chrIV,14797444,
chrIV,14797441,
chrIV,14797440,
chrIV,14797437,
chrIV,14798133,
chrIV,14798137,
chrIV,14825125,
chrIV,14824927,
chrIV,14824922,
chrIV,14824920,
chrIV,14824890,
chrIV,14824864,
chrIV,14823209,
chrIV,14823453,
chrIV,14825278,
chrIV,14825298,
chrIV,14862425,
chrIV,14862437,
chrIV,14862451,
chrIV,14950625,
chrIV,14950629,
chrIV,14950658,
chrIV,14950668,
chrIV,14950702,
chrIV,14950708,
chrIV,14986742,
chrIV,14986739,
chrIV,15013742,
chrIV,15025632,
chrIV,15037189,
chrIV,15037286,
chrIV,15056103,
chrIV,15126080,
chrIV,15127752,
chrIV,15131757,
chrIV,15215587,
chrIV,15215574,
chrIV,15215571,
chrIV,15215566,
chrIV,15275794,
chrIV,15275765,
chrIV,15302389,
chrIV,15311660,
chrIV,15319021,
chrIV,15321546,
chrIV,15471494,
chrIV,15473398,
chrIV,15473402,
chrIV,15473621,
chrIV,15473652,
chrIV,15529878,
chrIV,15528586,
chrIV,15528577,
chrIV,15528552,
chrIV,15648360,
chrIV,15648353,
chrIV,15849919,
chrIV,15849924,
chrIV,15849931,
chrIV,15901185,
chrIV,15951894,
chrIV,15963052,
chrIV,15964602,
chrIV,16170777,
chrIV,16170682,
chrIV,16197020,
chrIV,16202355,
chrIV,16328590,
chrIV,16382195,
chrIV,16382189,
chrIV,16399809,
chrIV,16399804,
chrIV,16422174,
chrIV,16422180,
chrIV,16578507,
chrIV,16578505,
chrIV,16623273,
chrIV,16736130,
chrIV,16736145,
chrIV,16736161,
chrIV,16736171,
chrIV,16736183,
chrIV,16736203,
chrIV,16736209,
chrIV,16736213,
chrIV,16865739,
chrIV,16946842,
chrIV,16946837,
chrIV,16946831,
chrIV,16946828,
chrIV,17087334,
chrIV,17119370,
chrIV,17118683,
chrIV,17162713,
chrIV,17163293,
chrIV,17249927,
chrIV,17259342,
chrIV,17263828,
chrIV,17273764,
chrIV,17276911,
chrIV,17276917,
chrIV,17278608,
chrIV,17284669,
chrIV,17312275,
chrIV,17320646,
chrIV,17331348,
chrIV,17342221,
chrIV,17342217,
chrIV,17368547,
chrIV,17368553,
chrIV,17380159,
chrIV,17380156,
chrIV,17380143,
chrIV,17380138,
chrIV,17442815,
chrIV,17468159,
chrIV,17468154,
chrIV,17467479,
chrIV,17470323,
chrIV,17470320,
chrIV,17471980,
chrIV,17475318,
chrIV,17476598,
chrM,897,
chrM,1664,
chrM,1730,
chrM,1762,
chrM,4503,
chrM,6453,
chrM,10402,
chrV,8193,
chrV,59242,
chrV,104050,
chrV,104042,
chrV,104731,
chrV,104767,
chrV,126735,
chrV,128055,
chrV,128034,
chrV,127993,
chrV,125604,
chrV,212706,
chrV,212692,
chrV,260429,
chrV,260411,
chrV,260404,
chrV,268239,
chrV,268272,
chrV,343455,
chrV,343461,
chrV,347802,
chrV,347843,
chrV,347849,
chrV,359430,
chrV,359465,
chrV,385739,
chrV,385747,
chrV,414791,
chrV,414771,
chrV,414760,
chrV,414755,
chrV,414747,
chrV,414725,
chrV,417758,
chrV,417707,
chrV,417836,
chrV,418691,
chrV,419688,
chrV,422454,
chrV,462552,
chrV,474769,
chrV,474773,
chrV,474791,
chrV,484902,
chrV,484922,
chrV,489609,
chrV,494518,
chrV,494552,
chrV,494576,
chrV,505503,
chrV,504032,
chrV,519618,
chrV,519613,
chrV,519558,
chrV,524223,
chrV,532323,
chrV,534460,
chrV,536627,
chrV,536629,
chrV,536631,
chrV,536634,
chrV,536635,
chrV,536639,
chrV,536645,
chrV,543402,
chrV,548072,
chrV,563160,
chrV,563187,
chrV,585750,
chrV,588104,
chrV,593257,
chrV,610500,
chrV,610504,
chrV,610521,
chrV,627697,
chrV,667600,
chrV,667578,
chrV,667568,
chrV,684070,
chrV,684080,
chrV,699188,
chrV,729222,
chrV,728009,
chrV,728008,
chrV,728003,
chrV,753298,
chrV,753332,
chrV,753339,
chrV,753344,
chrV,762772,
chrV,773533,
chrV,855078,
chrV,876247,
chrV,878634,
chrV,878627,
chrV,899153,
chrV,903578,
chrV,965046,
chrV,965041,
chrV,965030,
chrV,965018,
chrV,1031654,
chrV,1075235,
chrV,1084366,
chrV,1091423,
chrV,1131916,
chrV,1133998,
chrV,1133991,
chrV,1133972,
chrV,1133968,
chrV,1133962,
chrV,1133959,
chrV,1133631,
chrV,1134602,
chrV,1134610,
chrV,1134614,
chrV,1134615,
chrV,1134620,
chrV,1154271,
chrV,1176536,
chrV,1176698,
chrV,1179606,
chrV,1196140,
chrV,1196237,
chrV,1207206,
chrV,1207213,
chrV,1207239,
chrV,1264491,
chrV,1262906,
chrV,1270913,
chrV,1279150,
chrV,1315106,
chrV,1392057,
chrV,1425726,
chrV,1447223,
chrV,1448005,
chrV,1450190,
chrV,1459785,
chrV,1459788,
chrV,1464992,
chrV,1467152,
chrV,1494753,
chrV,1494768,
chrV,1494787,
chrV,1495670,
chrV,1495673,
chrV,1495674,
chrV,1541860,
chrV,1548233,
chrV,1594114,
chrV,1594122,
chrV,1594135,
chrV,1610317,
chrV,1610339,
chrV,1617993,
chrV,1621558,
chrV,1665222,
chrV,1665238,
chrV,1665239,
chrV,1665241,
chrV,1731953,
chrV,1743772,
chrV,1779196,
chrV,1788453,
chrV,1822475,
chrV,1821419,
chrV,1821412,
chrV,1821400,
chrV,1821393,
chrV,1821487,
chrV,1821514,
chrV,1842046,
chrV,1842049,
chrV,1846219,
chrV,1852401,
chrV,1871819,
chrV,1871790,
chrV,1871755,
chrV,1871745,
chrV,1871724,
chrV,1872043,
chrV,1872055,
chrV,1872059,
chrV,1872063,
chrV,1872079,
chrV,1872085,
chrV,1872096,
chrV,1872107,
chrV,1908858,
chrV,1908875,
chrV,1908896,
chrV,1908903,
chrV,1911423,
chrV,1927223,
chrV,1927250,
chrV,1927255,
chrV,1927262,
chrV,1927282,
chrV,1975339,
chrV,1987094,
chrV,1987087,
chrV,1987059,
chrV,2008671,
chrV,2016541,
chrV,2022708,
chrV,2057629,
chrV,2057634,
chrV,2067698,
chrV,2090549,
chrV,2109394,
chrV,2109372,
chrV,2109361,
chrV,2127465,
chrV,2193887,
chrV,2192387,
chrV,2201415,
chrV,2212104,
chrV,2219125,
chrV,2231147,
chrV,2231155,
chrV,2236104,
chrV,2236121,
chrV,2236137,
chrV,2236168,
chrV,2264596,
chrV,2264590,
chrV,2264579,
chrV,2278806,
chrV,2281716,
chrV,2281736,
chrV,2281826,
chrV,2292569,
chrV,2292577,
chrV,2294899,
chrV,2294907,
chrV,2591127,
chrV,2592517,
chrV,2592547,
chrV,2592578,
chrV,2640128,
chrV,2652709,
chrV,2652703,
chrV,2652693,
chrV,2652682,
chrV,2666677,
chrV,2666879,
chrV,2683194,
chrV,2694385,
chrV,2711589,
chrV,2711558,
chrV,2731096,
chrV,2765211,
chrV,2782557,
chrV,2782548,
chrV,2782534,
chrV,2782525,
chrV,2782514,
chrV,2782503,
chrV,2782239,
chrV,2782233,
chrV,2782210,
chrV,2782178,
chrV,2782169,
chrV,2782161,
chrV,2782157,
chrV,2782141,
chrV,2810427,
chrV,2810430,
chrV,2810437,
chrV,2810443,
chrV,2810466,
chrV,2849344,
chrV,2849348,
chrV,2875596,
chrV,2875564,
chrV,2875562,
chrV,2875558,
chrV,2875552,
chrV,2875548,
chrV,2875541,
chrV,2875537,
chrV,2875524,
chrV,2875515,
chrV,2875506,
chrV,2875497,
chrV,2909666,
chrV,3039381,
chrV,3094534,
chrV,3138711,
chrV,3193188,
chrV,3193160,
chrV,3193153,
chrV,3193141,
chrV,3193135,
chrV,3193124,
chrV,3193088,
chrV,3193075,
chrV,3197245,
chrV,3285006,
chrV,3289342,
chrV,3289677,
chrV,3362782,
chrV,3468521,
chrV,3575867,
chrV,3579019,
chrV,3579020,
chrV,3579027,
chrV,3579034,
chrV,3579038,
chrV,3579046,
chrV,3579055,
chrV,3579074,
chrV,3579087,
chrV,3579108,
chrV,3579110,
chrV,3586403,
chrV,3586399,
chrV,3586396,
chrV,3586391,
chrV,3586386,
chrV,3586371,
chrV,3586363,
chrV,3584791,
chrV,3584854,
chrV,3584895,
chrV,3584913,
chrV,3592174,
chrV,3632559,
chrV,3685785,
chrV,3688963,
chrV,3690489,
chrV,3690493,
chrV,3757003,
chrV,3759046,
chrV,3771508,
chrV,3771503,
chrV,3771498,
chrV,3772044,
chrV,3772064,
chrV,3772156,
chrV,3794565,
chrV,3803440,
chrV,3820519,
chrV,3906075,
chrV,3906082,
chrV,3936359,
chrV,3936363,
chrV,3949994,
chrV,3950027,
chrV,3950036,
chrV,3967820,
chrV,3970499,
chrV,3980087,
chrV,3980124,
chrV,3980125,
chrV,3980127,
chrV,3980134,
chrV,3982329,
chrV,3984397,
chrV,3984398,
chrV,3984400,
chrV,3984406,
chrV,3987884,
chrV,3987885,
chrV,3987887,
chrV,3989363,
chrV,4031605,
chrV,4044484,
chrV,4043901,
chrV,4046390,
chrV,4095025,
chrV,4109955,
chrV,4129891,
chrV,4131891,
chrV,4131897,
chrV,4164573,
chrV,4169821,
chrV,4169796,
chrV,4169793,
chrV,4169785,
chrV,4175723,
chrV,4175714,
chrV,4175705,
chrV,4175843,
chrV,4175852,
chrV,4175853,
chrV,4175859,
chrV,4175863,
chrV,4175873,
chrV,4186633,
chrV,4195570,
chrV,4322113,
chrV,4322102,
chrV,4325477,
chrV,4327120,
chrV,4347063,
chrV,4347067,
chrV,4361566,
chrV,4371666,
chrV,4371432,
chrV,4371418,
chrV,4371409,
chrV,4371403,
chrV,4371384,
chrV,4371330,
chrV,4371793,
chrV,4371805,
chrV,4371812,
chrV,4371825,
chrV,4371831,
chrV,4414612,
chrV,4414608,
chrV,4414594,
chrV,4418206,
chrV,4443158,
chrV,4443139,
chrV,4443094,
chrV,4471349,
chrV,4483085,
chrV,4483100,
chrV,4483445,
chrV,4483467,
chrV,4483473,
chrV,4483478,
chrV,4592827,
chrV,4628676,
chrV,4628682,
chrV,4628685,
chrV,4628707,
chrV,4648389,
chrV,4654093,
chrV,4653972,
chrV,4653951,
chrV,4654541,
chrV,4720052,
chrV,4720047,
chrV,4730212,
chrV,4730155,
chrV,4742431,
chrV,4742462,
chrV,4742493,
chrV,4742496,
chrV,4754299,
chrV,4754327,
chrV,4755875,
chrV,4769739,
chrV,4769736,
chrV,4770660,
